"lang"
{
	"Language"		"brazilian"
	"Tokens"
	{
		"CardName_10001"		"[C3] Venomante"
		"CardEffect_10106_0"		"Restaure completamente o [g:511[Mana]] da sua [g:2[torre]] depois de jogar qualquer carta."
		"CardName_10107"		"[C2] Mártir Vhoul"
		"CardText_10107"		"[color:death_effect[[g:603[Efeito ao Morrer]]:]]  [g:401[Modifique]] os aliados, dando-lhes +1 de [g:509[Ataque]] e +1 de [g:510[Vida]]."
		"CardEffect_10107_0"		"[color:death_effect[[g:603[Efeito ao Morrer]]:]]  [g:401[Modifique]] os aliados, dando-lhes +1 de [g:509[Ataque]] e +1 de [g:510[Vida]]."
		"CardModification_10107_0"		"+1 de [g:509[Ataque]] e +1 de [g:510[Vida]]."
		"CardName_10108"		"[B22] Couro-de-Trovão Alfa"
		"CardText_10108"		"0"
		"CardName_10111"		"[B12] Sátiro Duelista"
		"CardText_10111"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +2 de [g:509[Ataque]] [g:202[após a fase de combate]]."
		"CardEffect_10111_0"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +2 de [g:509[Ataque]] [g:202[após a fase de combate]]."
		"CardModification_10111_0"		"+2 de [g:509[Ataque]]."
		"CardName_10112"		"Lobo Selvagem"
		"CardText_10112"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +1 de [g:509[Ataque]] e +2 de [g:510[Vida]] [g:202[após a fase de combate]]."
		"CardEffect_10112_0"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +1 de [g:509[Ataque]] e +2 de [g:510[Vida]] [g:202[após a fase de combate]]."
		"CardModification_10112_0"		"+1 de [g:509[Ataque]] e +2 de [g:510[Vida]]."
		"CardName_10113"		"[B30] Urso Infernal Assolador"
		"CardText_10113"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +4 de [g:509[Ataque]] [g:202[após a fase de combate]]."
		"CardEffect_10113_0"		"[g:401[Modifique]] o {s:thisCardName}, dando-lhe +4 de [g:509[Ataque]] [g:202[após a fase de combate]]."
		"CardModification_10113_0"		"+4 de [g:509[Ataque]]."
		"CardName_10114"		"[C16] Sátira Amaldiçoada"
		"CardText_10114"		"[g:409[Invoque]] um [[Zumbi]] para o adversário [g:202[após a fase de combate]]."
		"CardEffect_10114_0"		"[g:409[Invoque]] um [[Zumbi]] para o adversário [g:202[após a fase de combate]]."
		"CardName_10115"		"[D17] Garrapinante"
		"CardText_10115"		"[activatedability[[color:ability[Ativa &#9632;1:]] [g:408[Condene]] um [g:5[item]] aleatório equipado pela [g:607[unidade]] que está bloqueando o {s:thisCardName}. Receba uma quantidade de ouro equivalente ao custo básico desse [g:5[item]].]]"
		"CardName_10524"		"Garrapinante"
		"CardText_10524"		"[g:408[Condene]] um [g:5[item]] aleatório equipado pela [g:607[unidade]] que está bloqueando o {s:parentCardName}. Receba uma quantidade de ouro equivalente ao custo básico desse [g:5[item]]."
		"CardName_10116"		"[C20] Multidão Voraz"
		"CardText_10116"		"[activatedability[[color:ability[Ativa &#9632;1:]] [g:408[Condene]] os [g:601[aliados adjacentes]] à {s:thisCardName}. [g:401[Modifique]] a {s:thisCardName}, dando-lhe o [g:509[Ataque]] e a [g:510[Vida]] desses aliados.]]"
		"CardName_10459"		"Multidão Voraz"
		"CardText_10459"		"[g:408[Condene]] os [g:601[aliados adjacentes]] à {s:parentCardName}. [g:401[Modifique]] a {s:parentCardName}, dando-lhe o [g:509[Ataque]] e a [g:510[Vida]] desses aliados."
		"CardName_10117"		"Druida de Petalosa"
		"CardText_10117"		"A sua [g:2[torre]] ganha +1 de [g:511[Mana]]."
		"CardEffect_10117_0"		"A sua [g:2[torre]] ganha +1 de [g:511[Mana]]."
		"CardName_10118"		"[B39] Urso Infernal Mutilador"
		"CardText_10118"		"Quando o {s:thisCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardEffect_10118_0"		"Quando o {s:thisCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardModification_10118_0"		"-1 de [g:509[Ataque]]."
		"CardName_10119"		"[A24] Clérigo Egoísta"
		"CardText_10119"		"Cure o {s:thisCardName} completamente [g:202[após a fase de combate]]."
		"CardEffect_10119_0"		"Cure o {s:thisCardName} completamente [g:202[após a fase de combate]]."
		"CardName_10120"		"Muralha de Petalosa"
		"CardText_10120"		"0"
		"CardName_10127"		"[A11] Ogro Conscrito"
		"CardText_10127"		"0"
		"CardName_10128"		"[C3] Bruto Inexperiente"
		"CardText_10128"		"0"
		"CardName_10129"		"[B20] Aprendiz da Assassina"
		"CardText_10129"		"[activatedability[[color:ability[Ativa &#9632;1:]] Escolha um alvo de combate para a {s:thisCardName}.]]"
		"CardName_10543"		"Aprendiz da Assassina"
		"CardText_10543"		"Escolha um alvo de combate para a {s:parentCardName}."
		"CardName_10131"		"[A0] Elite do Corredor de Pedra"
		"CardText_10131"		"[g:401[Modifique]] {s:thisCardName}, dando-lhe +2 de [g:509[Ataque]] e +2 de [g:510[Vida]], sempre que uma [g:607[unidade]] que estiver bloqueando {s:thisCardName} morrer."
		"CardEffect_10131_0"		"[g:401[Modifique]] {s:thisCardName}, dando-lhe +2 de [g:509[Ataque]] e +2 de [g:510[Vida]], sempre que uma [g:607[unidade]] que estiver bloqueando {s:thisCardName} morrer."
		"CardModification_10131_0"		"+2 de [g:509[Ataque]] e +2 de [g:510[Vida]]."
		"CardName_10132"		"[A4] Saqueador da Névoa Vermelha"
		"CardText_10132"		"[g:202[Após a fase de combate]], se o {s:thisCardName} tiver causado [g:609[dano de batalha]] a uma [g:2[torre]] nesta rodada, [g:409[invoque]] um [[Saqueador Névoa Vermelha]]."
		"CardEffect_10132_0"		"[g:202[Após a fase de combate]], se o {s:thisCardName} tiver causado [g:609[dano de batalha]] a uma [g:2[torre]] nesta rodada, [g:409[invoque]] um [[Saqueador Névoa Vermelha]]."
		"CardName_10133"		"[B1] Campeão do Ancestral"
		"CardText_10133"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  [g:401[Modifique]] o {s:thisCardName}, dando-lhe +1 de [g:509[Ataque]], +1 de [g:510[Vida]] e +1 de [g:502[Transposição]], para cada inimigo."
		"CardEffect_10133_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]]  [g:401[Modifique]] o {s:thisCardName}, dando-lhe +1 de [g:509[Ataque]], +1 de [g:510[Vida]] e +1 de [g:502[Transposição]], para cada inimigo."
		"CardModification_10133_0"		" +1 de Ataque, +1 de Vida e +1 de Transposição."
		"CardName_10134"		"[B9] Restaurador de Petalosa"
		"CardText_10134"		"[color:play_effect[[g:602[Efeito ao jogar]]:]] 7 de cura à sua [g:2[torre]]."
		"CardEffect_10134_0"		"[color:play_effect[[g:602[Efeito ao jogar]]:]] 7 de cura à sua [g:2[torre]]."
		"CardName_10136"		"Fera Leal"
		"CardText_10136"		"Quando a {s:thisCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardEffect_10136_0"		"Quando a {s:thisCardName} causar [g:609[dano de batalha]] a uma [g:607[unidade]], [g:401[modifique]] essa [g:607[unidade]], dando-lhe -1 de [g:509[Ataque]]."
		"CardModification_10136_0"		"-1 de [g:509[Ataque]]."
		"CardName_10137"		"[B8] Maga Sátira"
		"CardText_10137"		"[activatedability[[color:ability[Ativa &#9632;1:]] Restaure completamente o [g:511[Mana]] da sua [g:2[torre]].]]"
		"CardName_10138"		"[A26] Troll Profeta"
		"CardText_10138"		"Pegue uma carta adicional a cada rodada."
		"CardEffect_10138_0"		"Pegue uma carta antes da fase de pegar cartas."
		"CardName_10141"		"[D20] Destruição Garantida"
		"CardText_10141"		"Todos os [g:0[heróis]] ganham +4 de [g:501[Cerco]]."
		"CardEffect_10141_0"		"Todos os [g:0[heróis]] ganham +4 de [g:501[Cerco]]."
		"CardName_10147"		"Quartéis"
		"CardText_10147"		"[g:409[Invoque]] uma [[Criatura Guerreira]] nesta trilha a cada [g:204[fase de posicionamento]]."
		"CardEffect_10147_0"		"[g:409[Invoque]] uma [[Criatura Guerreira]] nesta trilha a cada [g:204[fase de posicionamento]]."
		"CardName_10148"		"[C9] Fratura Temporal"
		"CardText_10148"		"[g:200[Antes da fase de ação]], conceda +1 de [g:407[Trava]] a uma carta aleatória na mão do adversário."
		"CardEffect_10148_0"		"[g:200[Antes da fase de ação]], conceda +1 de [g:407[Trava]] a uma carta aleatória na mão do adversário."
		"CardName_10149"		"[S1] Segredos Desenterrados"
		"CardText_10149"		"Pegue uma carta [g:202[após a fase de combate]] se a sua [g:2[torre]] tiver sofrido dano nesta rodada."
		"CardEffect_10149_0"		"Pegue uma carta [g:202[após a fase de combate]] se a sua [g:2[torre]] tiver sofrido dano nesta rodada."
		"CardName_10150"		"[F9] Caminho do Astuto"
		"CardText_10150"		"Ao jogar uma [color:black[carta preta]], [g:401[modifique]] um aliado aleatório, dando-lhe +1 de [g:501[Cerco]]."
		"CardEffect_10150_0"		"Ao jogar uma [color:black[carta preta]], [g:401[modifique]] um aliado aleatório, dando-lhe +1 de [g:501[Cerco]]."
		"CardModification_10150_0"		"+1 de [g:501[Cerco]]."
		"CardName_10151"		"[D33] Caminho do Sábio"
		"CardText_10151"		"Ao jogar uma [color:blue[carta azul]], cause 1 de dano [g:508[perfurante]] a um inimigo aleatório."
		"CardEffect_10151_0"		"Ao jogar uma [color:blue[carta azul]], cause 1 de dano [g:508[perfurante]] a um inimigo aleatório."
		"CardName_10152"		"[D5] Caminho do Sonhador"
		"CardText_10152"		"Ao jogar uma [color:green[carta verde]], conceda à sua [g:2[torre]] +3 de [g:505[Regeneração]] até o fim da rodada."
		"CardEffect_10152_0"		"Ao jogar uma [color:green[carta verde]], conceda à sua [g:2[torre]] +3 de [g:505[Regeneração]] até o fim da rodada."
		"CardModification_10152_0"		"+3 de [g:505[Regeneração]]."
		"CardName_10153"		"[D7] Caminho do Destemido"
		"CardText_10153"		"Ao jogar uma [color:red[carta vermelha]], [g:401[modifique]] um aliado aleatório, dando-lhe +1 de [g:509[Ataque]]."
		"CardEffect_10153_0"		"Ao jogar uma [color:red[carta vermelha]], [g:401[modifique]] um aliado aleatório, dando-lhe +1 de [g:509[Ataque]]."
		"CardModification_10153_0"		"+1 de [g:509[Ataque]]."
		"CardName_10154"		"[D21] Mansão Tyler"
		"CardText_10154"		"As duas [g:2[torres]] recebem uma penalidade de -2 de [g:511[Mana]]."
		"CardEffect_10154_0"		"As duas [g:2[torres]] recebem uma penalidade de -2 de [g:511[Mana]]."
		"CardName_10155"		"[B29] Familiaridade Vantajosa"
		"CardText_10155"		"[g:200[Antes da fase de ação]], [g:404[desarme]] um inimigo aleatório durante esta rodada."
		"CardEffect_10155_0"		"[g:200[Antes da fase de ação]], [g:404[desarme]] um inimigo aleatório durante esta rodada."
		"CardName_10156"		"[D18] Inimigas Cruéis"
		"CardText_10156"		"[g:202[Após a fase de combate]], remova uma carga de {s:thisCardName}. [g:200[Antes da fase de ação]], se não houver nenhuma carga em {s:thisCardName}, cause 6 de dano às duas [g:2[torres]]."
		"CardEffect_10156_0"		"[g:200[Antes da fase de ação]], se não houver nenhuma carga em {s:thisCardName}, cause 6 de dano às duas [g:2[torres]]."
		"CardName_10157"		"[S6] Conflagração"
		"CardText_10157"		"Cause 2 de dano a todos os inimigos [g:200[antes da fase de ação]]."
		"CardEffect_10157_0"		"Cause 2 de dano a todos os inimigos [g:200[antes da fase de ação]]."
		"CardName_10160"		"Incendiar"
		"CardText_10160"		"Cause 1 de dano [g:508[perfurante]] a todos os inimigos [g:200[antes da fase de ação]]."
		"CardEffect_10160_0"		"Cause 1 de dano [g:508[perfurante]] a todos os inimigos [g:200[antes da fase de ação]]."
		"CardName_10161"		"[D15] Trabucos"
		"CardText_10161"		"Cause 2 de dano [g:508[perfurante]] à [g:2[torre]] inimiga [g:200[antes da fase de ação]]."
		"CardEffect_10161_0"		"Cause 2 de dano [g:508[perfurante]] à [g:2[torre]] inimiga [g:200[antes da fase de ação]]."
		"CardName_10162"		"[C25] Artilharia Desenfreada"
		"CardText_10162"		"[activatedability[[color:ability[Ativa &#9632;1:]] Cause 4 de dano [g:508[perfurante]] à [g:2[torre]] inimiga. Só pode ser usada se não houver nenhum inimigo [g:606[não bloqueado]].]]"
		"CardName_10462"		"Artilharia Desenfreada"
		"CardText_10462"		"Cause 4 de dano [g:508[perfurante]] à [g:2[torre]] inimiga. Só pode ser usada se não houver nenhum inimigo [g:606[não bloqueado]]."
		"CardName_10164"		"[D9] Investimentos em Revtel"
		"CardText_10164"		"Adicione uma carga a {s:thisCardName} [g:202[após a fase de combate]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;1:]] Ganhe 4 de ouro por carga. [g:408[Condene]] {s:thisCardName}.]]"
		"CardName_10463"		"Investimentos em Revtel"
		"CardText_10463"		"Ganhe 4 de ouro por carga. [g:408[Condene]] {s:parentCardName}."
		"CardEffect_10463_0"		"Adicione uma carga a {s:thisCardName} [g:202[após a fase de combate]]."
		"CardName_10165"		"[A14] Mina da Névoa Férrea"
		"CardText_10165"		"Receba 3 de ouro [g:202[após a fase de combate]]."
		"CardEffect_10165_0"		"Receba 3 de ouro [g:202[após a fase de combate]]."
		"CardName_10168"		"[B14] Graça de Selemene"
		"CardText_10168"		"A sua [g:2[torre]] ganha +2 de [g:511[Mana]]."
		"CardEffect_10168_0"		"A sua [g:2[torre]] ganha +2 de [g:511[Mana]]."
		"CardName_10169"		"[S0] Neblina de Averno"
		"CardText_10169"		"[g:401[Modifique]] os aliados, dando-lhes +1 de [g:509[Ataque]], [g:200[antes da fase de ação]]."
		"CardEffect_10169_0"		"[g:401[Modifique]] os aliados, dando-lhes +1 de [g:509[Ataque]] [g:200[antes da fase de ação]]."
		"CardModification_10169_0"		"+1 de [g:509[Ataque]]."
		"CardName_10170"		"[C23] Altar da Lua Insana"
		"CardText_10170"		"[[Criaturas Guerreiras]] aliadas ganham +2 de [g:505[Regeneração]]."
		"CardEffect_10170_0"		"[[Criaturas Guerreiras]] aliadas ganham +2 de [g:505[Regeneração]]."
		"CardName_10171"		"[D23] Mente Uivante"
		"CardText_10171"		"Você e o adversário pegam uma carta adicional<br>a cada rodada."
		"CardEffect_10171_0"		"Você e o adversário pegam uma carta antes da fase de pegar cartas."
		"CardName_10172"		"[D10] Templo da Guerra"
		"CardText_10172"		"Todos os [g:0[heróis]] com equipamentos ganham +2 de [g:509[Ataque]] e +1 de [g:504[Armadura]]."
		"CardEffect_10172_0"		"Todos os [g:0[heróis]] com equipamentos ganham +2 de [g:509[Ataque]] e +1 de [g:504[Armadura]]."
		"CardName_10173"		"Sentinela Antimagia"
		"CardText_10173"		"Quando o adversário jogar uma [g:4[magia]], cause 3 de dano à [g:2[torre]] inimiga."
		"CardEffect_10173_0"		"Quando o adversário jogar uma [g:4[magia]], cause 3 de dano à [g:2[torre]] inimiga."
		"CardName_10174"		"[B26] Óleo Fervente"
		"CardText_10174"		"A sua [g:2[torre]] ganha +2 de [g:503[Retaliação]]."
		"CardEffect_10174_0"		"A sua [g:2[torre]] ganha +2 de [g:503[Retaliação]]."
		"CardName_10175"		"[A13] Santuário de Aghanim"
		"CardText_10175"		"[activatedability[[color:ability[Ativa &#9632;1:]] Restaure completamente o [g:511[Mana]] da sua [g:2[torre]].]]"
		"CardName_10464"		"Santuário de Aghanim"
		"CardText_10464"		"Restaure completamente o [g:511[Mana]] da sua [g:2[torre]]."
		"CardName_10542"		"Maga Sátira"
		"CardText_10542"		"Restaure completamente o [g:511[Mana]] da sua [g:2[torre]]."
		"CardName_10176"		"[C21] Rota de Fuga"
		"CardText_10176"		"[activatedability[[color:ability[Ativa &#9632;1:]] Mande um [g:0[herói]] aliado de volta à [g:300[Fonte]].]]"
		"CardName_10465"		"Rota de Fuga"
		"CardText_10465"		"Mande um [g:0[herói]] aliado de volta à [g:300[Fonte]]."
		"CardName_10177"		"Escadas de Invasão"
		"CardText_10177"		"Os aliados causam +2 de dano ao atacar uma [g:2[torre]]."
		"CardEffect_10177_0"		"Os aliados causam +2 de dano ao atacar uma [g:2[torre]]."
		"CardName_10178"		"[F4] Grande Refrega"
		"CardText_10178"		"Se houver um [color:red[[g:0[herói]] aliado vermelho]] nesta trilha, todos os [g:0[heróis]] ganham +2 de [g:502[Transposição]]."
		"CardEffect_10178_0"		"Se houver um [color:red[[g:0[herói]] aliado vermelho]] nesta trilha, todos os [g:0[heróis]] ganham +2 de [g:502[Transposição]]."
		"CardName_10179"		"Reforço de Aço"
		"CardText_10179"		"A sua [g:2[torre]] ganha +1 de [g:504[Armadura]]."
		"CardEffect_10179_0"		"A sua [g:2[torre]] ganha +1 de [g:504[Armadura]]."
		"CardName_10180"		"[B25] Viveiro de Mensageiros"
		"CardText_10180"		"[activatedability[[color:ability[Ativa &#9632;1:]] Escolha um aliado. Depois, escolha o seu alvo de combate.]]"
		"CardName_10466"		"Viveiro de Mensageiros"
		"CardText_10466"		"Escolha um aliado. Depois, escolha o seu alvo de combate."
		"CardName_10181"		"[A9] Ludibriando a Morte"
		"CardText_10181"		"Se houver um [color:green[[g:0[herói]] verde aliado]] nesta trilha, os aliados têm 50% de chance de sobreviver com 1 de [g:510[Vida]] a uma ação letal."
		"CardEffect_10181_0"		"Se houver um [color:green[[g:0[herói]] verde aliado]] nesta trilha, os aliados têm 50% de chance de sobreviver com 1 de [g:510[Vida]] a uma ação letal."
		"CardName_10182"		"[A8] O Juramento"
		"CardText_10182"		"Você não pode jogar [g:4[magias]] nem [g:1[criaturas]] enquanto esta for a trilha ativa. Se houver um [color:black[[g:0[herói]] aliado preto]] nesta trilha, os aliados ganham +4 de [g:509[Ataque]]."
		"CardEffect_10182_0"		"Se houver um [color:black[[g:0[herói]] aliado preto]] nesta trilha, os aliados ganham +4 de [g:509[Ataque]]."
		"CardName_10183"		"[B31] Arena de Omexe"
		"CardText_10183"		"Pegue uma carta sempre que um [g:0[herói]] morrer."
		"CardEffect_10183_0"		"Pegue uma carta sempre que um [g:0[herói]] morrer."
		"CardName_10184"		"[B19] Torreta dos Keen"
		"CardText_10184"		"[activatedability[[color:ability[Ativa &#9632;1:]] Cause 2 de dano [g:508[perfurante]] a uma [g:607[unidade]].]]"
		"CardName_10467"		"Torreta dos Keen"
		"CardText_10467"		"Cause 2 de dano [g:508[perfurante]] a uma [g:607[unidade]]."
		"CardName_10185"		"[B18] Canhão a Vapor"
		"CardText_10185"		"[activatedability[[color:ability[Ativa &#9632;1:]] Cause 4 de dano [g:508[perfurante]] a uma [g:607[unidade]] em qualquer trilha.]]"
		"CardName_10468"		"Canhão a Vapor"
		"CardText_10468"		"Cause 4 de dano [g:508[perfurante]] a uma [g:607[unidade]] em qualquer trilha."
		"CardName_10187"		"[D32] Glifo da Confusão"
		"CardText_10187"		"Sempre que uma [g:607[unidade]] entrar nesta trilha, [g:405[atordoe-a]] durante esta rodada."
		"CardEffect_10187_0"		"Sempre que uma [g:607[unidade]] entrar nesta trilha, [g:405[atordoe-a]] durante esta rodada."
		"CardName_10192"		"[A21] Bênção de Rumusque"
		"CardText_10192"		"Escolha uma trilha. [g:401[Modifique]] os aliados dessa trilha, dando-lhes +3 de [g:510[Vida]]."
		"CardName_10193"		"Refúgio Verdejante"
		"CardText_10193"		"Os aliados ganham +1 de [g:504[Armadura]]."
		"CardEffect_10193_0"		"Os aliados ganham +1 de [g:504[Armadura]]."
		"CardName_10194"		"[F12] Torre de Vigia"
		"CardText_10194"		"Sempre que um [g:3[aprimoramento]] inimigo entrar nesta trilha, pegue uma carta."
		"CardEffect_10194_0"		"Sempre que um [g:3[aprimoramento]] inimigo entrar nesta trilha, pegue uma carta."
		"CardName_10202"		"[C11] Véu da Assassina"
		"CardText_10202"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa&#9632;2:]] Escolha um alvo de combate para este [g:0[herói]].]]"
		"CardEffect_10202_0"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]]."
		"CardName_10469"		"Véu da Assassina"
		"CardText_10469"		"Escolha um alvo de combate para este [g:0[herói]]."
		"CardName_10203"		"[C1] Botas de Fase"
		"CardText_10203"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa&#9632;2:]] Troque este [g:0[herói]] de lugar com um aliado.]]"
		"CardEffect_10203_0"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]]."
		"CardName_10470"		"Botas de Fase"
		"CardText_10470"		"Troque este [g:0[herói]] de lugar com um aliado."
		"CardName_10205"		"[A0] Capa do Corredor de Pedra"
		"CardText_10205"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]]. [g:401[Modifique]] a {s:thisCardName}, dando-lhe \"Ao equipar, o [g:0[herói]] ganha +2 de [g:510[vida]]\" [g:202[após a fase de combate]]."
		"CardEffect_10205_0"		"[g:401[Modifique]] a {s:thisCardName}, dando-lhe \"Ao equipar, o [g:0[herói]] ganha +2 de [g:510[vida]]\" [g:202[após a fase de combate]]."
		"CardModification_10205_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:510[Vida]]."
		"CardName_10206"		"[A1] Adaga de Translocação"
		"CardText_10206"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;2:]] Mova este [g:0[herói]] para outra trilha.]]"
		"CardEffect_10206_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]]."
		"CardName_10471"		"Adaga de Translocação"
		"CardText_10471"		"Mova este [g:0[herói]] para outra trilha."
		"CardName_10207"		"[A2] Anel com Sinete de Revtel"
		"CardText_10207"		"Ao equipar, o [g:0[herói]] recebe +4 de [g:510[Vida]] e concede -3 de [g:500[Recompensa]]."
		"CardEffect_10207_0"		"Ao equipar, o [g:0[herói]] recebe +4 de [g:510[Vida]] e concede -3 de [g:500[Recompensa]]."
		"CardName_10208"		"[U18] Malha Farpada"
		"CardText_10208"		"Ao equipar, o [g:0[herói]] ganha +1 de [g:504[Armadura]] e +2 de [g:503[Retaliação]]."
		"CardEffect_10208_0"		"Ao equipar, o [g:0[herói]] ganha +1 de [g:504[Armadura]] e +2 de [g:503[Retaliação]]."
		"CardName_10210"		"[B2] Malho Demagificante"
		"CardText_10210"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;1:]] [g:408[Condene]] um [g:3[aprimoramento]] inimigo aleatório. Só pode ser usado se este [g:0[herói]] [g:606[não estiver bloqueado]].]]"
		"CardEffect_10210_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]]."
		"CardName_10540"		"Malho Demagificante"
		"CardText_10540"		"[g:408[Condene]] um [g:3[aprimoramento]] inimigo aleatório. Só pode ser usado se este [g:0[herói]] [g:606[não estiver bloqueado]]."
		"CardName_10211"		"[U4] Orbe Obliterador"
		"CardText_10211"		"[g:408[Condene]] um [g:3[aprimoramento]]."
		"CardName_10212"		"[U9] Lâmina da Vigília"
		"CardText_10212"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]] e +2 de [g:502[Transposição]]."
		"CardEffect_10212_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]] e +2 de [g:502[Transposição]]."
		"CardName_10213"		"[C3] Manto com Peliça"
		"CardText_10213"		"Ao equipar, o [g:0[herói]] ganha +8 de [g:510[Vida]]."
		"CardEffect_10213_0"		"Ao equipar, o [g:0[herói]] ganha +8 de [g:510[Vida]]."
		"CardName_10214"		"[U10] Cota de Malha"
		"CardText_10214"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:504[Armadura]]."
		"CardEffect_10214_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:504[Armadura]]."
		"CardName_10215"		"[C6] Espada Larga"
		"CardText_10215"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:509[Ataque]]."
		"CardEffect_10215_0"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:509[Ataque]]."
		"CardName_10216"		"[B7] Bilhete Dourado"
		"CardText_10216"		"Receba um [g:5[item]] aleatório da Loja Secreta."
		"CardName_10217"		"[U3] Vestes de Rumusque"
		"CardText_10217"		"Ao equipar, o [g:0[herói]] ganha +1 de [g:504[Armadura]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;2:]] 4 de cura a uma [g:607[unidade]].]]"
		"CardEffect_10217_0"		"Ao equipar, o [g:0[herói]] ganha +1 de [g:504[Armadura]]."
		"CardName_10473"		"Vestes de Rumusque"
		"CardText_10473"		"4 de cura a uma [g:607[unidade]]."
		"CardName_10218"		"[C8] Mosquete dos Keen"
		"CardText_10218"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;2:]] Cause 2 de dano a uma [g:607[unidade]].]]"
		"CardEffect_10218_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]]."
		"CardName_10474"		"Mosquete dos Keen"
		"CardText_10474"		"Cause 2 de dano a uma [g:607[unidade]]."
		"CardName_10220"		"[U2] Anel do Tarrasque"
		"CardText_10220"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]] e +6 de [g:505[Regeneração]]."
		"CardEffect_10220_0"		"Ao equipar, o [g:0[herói]] ganha +4 de [g:510[Vida]] e +6 de [g:505[Regeneração]]."
		"CardName_10222"		"[B6] Braçadeiras do Sacrifício"
		"CardText_10222"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:504[Armadura]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;1:]] Cause 6 de dano aos [g:600[inimigos adjacentes]] deste [g:0[herói]] e [g:408[condene]] este [g:0[herói]].]]"
		"CardEffect_10222_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:504[Armadura]]."
		"CardName_10476"		"Braçadeiras do Sacrifício"
		"CardText_10476"		"Cause 6 de dano aos [g:600[inimigos adjacentes]] deste [g:0[herói]] e [g:408[condene]] este [g:0[herói]]."
		"CardName_10223"		"[C2] Malho da Névoa Vermelha"
		"CardText_10223"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]] e +5 de [g:501[Cerco]]."
		"CardEffect_10223_0"		"Ao equipar, o [g:0[herói]] ganha +2 de [g:509[Ataque]] e +5 de [g:501[Cerco]]."
		"CardName_10224"		"[B0] Elmo do Dominador"
		"CardText_10224"		"Ao equipar, o [g:0[herói]] ganha +3 de [g:504[Armadura]].<BR/>\n<BR/>\n[activatedability[[color:ability[Ativa &#9632;2:]] Assuma o controle de uma [g:1[criatura]] inimiga.]]"
		"CardEffect_10224_0"		"Ao equipar, o [g:0[herói]] ganha +3 de [g:504[Armadura]]."
		"CardName_10477"		"Elmo do Dominador"
		"CardText_10477"		"Assuma o controle de uma [g:1[criatura]] inimiga."
		"CardName_10225"		"[B4] Vestimenta do Tirano"
		"CardText_10225"		"Ao equipar, o [g:0[herói]] ganha +3 de [g:504[Armadura]] e [g:610[Desenvolvimento Veloz]]. A sua [g:2[torre]] ganha +3 de [g:504[Armadura]]."
		"CardEffect_10225_0"		"A sua [g:2[torre]] ganha +3 de [g:504[Armadura]]."
		"CardName_10226"		"[U15] Martelo da Bonança"
